Code departement,Departement,Nom du club
68,Haut-Rhin,LES ARCHERS DE LA THUR
68,Haut-Rhin,LES ARCHERS DE LA VALLEE DE MUNSTER
68,Haut-Rhin,LES ARCHERS DE VOLGELSHEIM
68,Haut-Rhin,LES ARCHERS DU FLORIVAL
68,Haut-Rhin,LES ARCHERS DU FRENZ
68,Haut-Rhin,LES ARCHERS DU LION ACSP
68,Haut-Rhin,LES ARCHERS DU VAL D'ARGENT CERCLE ST NI
68,Haut-Rhin,MULHOUSE C.A.B.
68,Haut-Rhin,RIBEAUVILLE (RIBEAUPIERRE)
68,Haut-Rhin,SOCIETE DE TIR A L ARC MULHOUSE
92,Hauts-de-Seine,A.B.C.ARCHERS
92,Hauts-de-Seine,ARC CLUB ISSY LES MOULINEAUX
92,Hauts-de-Seine,ARCHERIE CLUB ANTONY
92,Hauts-de-Seine,ARCHERS DU PHENIX
92,Hauts-de-Seine,ARCHERS REUNIS DE COLOMBES
92,Hauts-de-Seine,ATHLETIC CLUB DE BOULOGNE BILLANCOURT
92,Hauts-de-Seine,C T A GARCHES
92,Hauts-de-Seine,C.O.M. BAGNEUX
92,Hauts-de-Seine,CHAVILLE TIR A L'ARC
92,Hauts-de-Seine,CIE D'ARC D'ASNIERES
92,Hauts-de-Seine,CIE D'ARC DE SCEAUX-FONTENAY-AUX-ROSES
92,Hauts-de-Seine,CIE D'ARC DES BLEUS DE SEVRES
92,Hauts-de-Seine,CIE D'ARC VILLE D'AVRAY
92,Hauts-de-Seine,CIE DE TIR A L'ARC DE CHATILLON 92
92,Hauts-de-Seine,CIE SAINT PIERRE MONTMART
92,Hauts-de-Seine,ENTENTE SPORTIVE DE NANTERRE
92,Hauts-de-Seine,LES ARCHERS DE LA FOSSE AUX ASTRES
92,Hauts-de-Seine,LES ARCHERS DU PLESSIS ROBINSON
92,Hauts-de-Seine,LES ARCHERS GENNEVILLOIS
92,Hauts-de-Seine,LES ARCHERS SURESNOIS
92,Hauts-de-Seine,S.T.A.R.
92,Hauts-de-Seine,U A S. TIR A L'ARC
34,Herault,AGDE
34,Herault,ARC CLUB SETOIS
34,Herault,ARC CLUB VILLENEUVOIS
34,Herault,ARC LAT'VEDAS
34,Herault,ARCHER CRESSOIS
34,Herault,ARCHERS DE ROQUEBRUN
34,Herault,CLUB DES ARCHERS VIASSOIS
34,Herault,LES ARCHERS BITERROIS
34,Herault,LES ARCHERS DE BALLESTRAS
34,Herault,LES ARCHERS DE L'HORTUS
34,Herault,LES ARCHERS DE LA TUQUE
34,Herault,LES ARCHERS DE LUNEL
34,Herault,LES ARCHERS DE PEROLS
34,Herault,LES ARCHERS DU COULAZOU
34,Herault,LES ARCHERS DU FAUGEROIS
34,Herault,LOU RECANTOU DE PAULHAN TIR A L'ARC
34,Herault,MONTPELLIER ARC CLUB
34,Herault,TIR A L'ARC GRABELLOIS
35,Ille-et-Vilaine,1ERE CIE D'ARC COTE EMERAUDE
35,Ille-et-Vilaine,ACES CLUB ARLEQUIN
35,Ille-et-Vilaine,AMICALE LAIQUE CANCALE
35,Ille-et-Vilaine,ARCHERS DE BROCELIANDE
35,Ille-et-Vilaine,ARCHERS DE SEVIGNE
35,Ille-et-Vilaine,ASSOCIATION DES ARCHERS DE HTE VILAINE
35,Ille-et-Vilaine,AVENIR SPORTIF VEZIN
35,Ille-et-Vilaine,CIE ARCHERS CARADEUC
35,Ille-et-Vilaine,CIE DES ARCHERS DE LA ROCHE AUX FEES
35,Ille-et-Vilaine,CIE DES ARCHERS DU CHR DE RENNES
35,Ille-et-Vilaine,CIE DES ONZE ECLUSES
35,Ille-et-Vilaine,COMPAGNIE D'ARC DE COIGNY
35,Ille-et-Vilaine,COMPAGNIE D'ARCHERS DE RENNES
35,Ille-et-Vilaine,DINARD AMICAL CLUB
35,Ille-et-Vilaine,ESPERANCE DE CHAVAGNE
35,Ille-et-Vilaine,FLECHE DES HAUTS DE VILAINE
35,Ille-et-Vilaine,GUICHEN ARCHERIE
35,Ille-et-Vilaine,LA PITAUDIERE - CIE DES ARCHERS DE MUEL
35,Ille-et-Vilaine,LA REDONNAISE TIR A L'ARC
35,Ille-et-Vilaine,LES ARCHERS DE LA FORET
35,Ille-et-Vilaine,LES ARCHERS DE LA LANDE
35,Ille-et-Vilaine,LES ARCHERS DE LA RANCE
35,Ille-et-Vilaine,LES ARCHERS DE ST LOUP
35,Ille-et-Vilaine,LES ARCHERS DE VAUGON
35,Ille-et-Vilaine,LES ARCHERS DU 11EME RAMA
35,Ille-et-Vilaine,LES ARCHERS DU CANAL
36,Indre,1ERE CIE D'ARCHERS DES TOURS
36,Indre,1ERE CIE DE TIR A L'ARC DE CHATEAUROUX
36,Indre,ARCHER CLUB ARGENTONNAIS
36,Indre,CIE BELABRAISE DE TIR A L'ARC
36,Indre,CIE DES ARCHERS DE TOURNON
36,Indre,CIE LE BLANC ARCHER
36,Indre,LES ARCHERS DU BEFFROY
36,Indre,LES ARCHERS DU LUMA
37,Indre-et-Loire,1ERE CIE D'ARC DE CLERE LES PINS
37,Indre-et-Loire,1ERE CIE DES ARCHERS LOCHOIS
37,Indre-et-Loire,A.S.C.CHANCEAUX.SUR.CHOISILLE
37,Indre-et-Loire,ARC JOCONDIEN
37,Indre-et-Loire,ATHLETIC CLUB AMBOISIEN
37,Indre-et-Loire,AZAY ARC CLUB
37,Indre-et-Loire,CHINON A.S.C.A.R.
37,Indre-et-Loire,CIE DES ARCHERS A.S.L.
37,Indre-et-Loire,CIE DES ARCHERS DE ST ETIENE DE CHIGNY
37,Indre-et-Loire,CIE DES ARCHERS DU BOURGUEILLOIS
37,Indre-et-Loire,CLUB SPORTIF BETTONNAIS
37,Indre-et-Loire,COMPAGNIE D'ARC DU VAL DE LOIRE
37,Indre-et-Loire,ENTENTE SPORTIVE BOURGUEIL - SECTION TIR A L ARC
37,Indre-et-Loire,FRANCS ARCHERS DE TOURAINE
37,Indre-et-Loire,LES ARCHERS DE L'ECHANDON
37,Indre-et-Loire,LES ARCHERS DE LA CROIX EN TOURAINE
37,Indre-et-Loire,LES ARCHERS DE MONTBAZON
37,Indre-et-Loire,NOUZILLY INRA
37,Indre-et-Loire,REVEIL SPORTIF ST CYR TIR A L'ARC
37,Indre-et-Loire,RICHELAIS JEUNESSE SPORTIVE
37,Indre-et-Loire,SAINT AVERTIN CASAS
37,Indre-et-Loire,U.S. TOURS
37,Indre-et-Loire,UNION SPORTIVE DE CHAMBRAY
38,Isere,1 CIE ARC PONTCHARRA
38,Isere,1 CIE D'ARC DE VILLEFONTAINE
38,Isere,1ERE CIE ASF/LES ARCHERS DU DRAC
38,Isere,1ERE CIE D'ARC DU DAUPHINE
38,Isere,1ERE CIE DE TIR A L'ARC DE VOIRON
38,Isere,ARC CLUB VIENNOIS
38,Isere,ARC VOREPPIN
38,Isere,ARCHERS DES 7 LAUX
38,Isere,ASPTT NORD ISERE TIR A L ARC
38,Isere,ASSOC.SPORTIVE DU CENGA GRENOBLE
38,Isere,CIE ARC LANS EN VERCORS
38,Isere,CIE D'ARCHERS D'HEYRIEUX
